LOCAL;label
14042070;LA PALESTINA
14042080;LA PLAYOSA
14042090;LAS MOJARRAS
14042100;LUCA
14042110;PASCO
14042120;SANABRIA
14042130;SILVIO PELLICO
14042140;TICINO
14042150;TIO PUJIO
14042160;VILLA ALBERTINA
14042170;VILLA MARIA
14042180;VILLA NUEVA
14042190;VILLA OESTE
14049000;ZONA RURAL
14049010;AVELLANEDA
14049020;CAÑADA DE RIO PINTO
14049030;CHUÑA
14049040;COPACABANA
14049050;DEAN FUNES
14049060;ESQUINA DEL ALAMBRE
14049080;LOS POZOS
14049090;OLIVARES DE SAN NICOLAS
14049100;QUILINO
14049110;SAN PEDRO DE TOYOS
14049120;VILLA GUTIERREZ
14049130;VILLA QUILINO
14056000;ZONA RURAL
14056010;ALEJANDRO ROCA
14056020;ASSUNTA
14056030;BENGOLEA
14056040;CARNERILLO
14056050;CHARRAS
14056060;EL RASTREADOR
14056070;GENERAL CABRERA
14056080;GENERAL DEHEZA
14056090;HUANCHILLAS
14056100;LA CARLOTA
14056110;LOS CISNES
14056120;OLAETA
14056130;PACHECO DE MELO
14056140;PASO DEL DURAZNO
14056150;SANTA EUFEMIA
14056160;UCACHA
14056170;VILLA REDUCCION
14063000;ZONA RURAL
14063010;ALEJO LEDESMA
14063020;ARIAS
14063030;CAMILO ALDAO
14063040;CAPITAN GENERAL BERNARDO O HIGGINS
14063050;CAVANAGH
14063060;COLONIA BARGE
14063070;COLONIA ITALIANA
14063080;COLONIA VEINTICINCO
14063090;CORRAL DE BUSTOS
14063100;CRUZ ALTA
14063110;GENERAL BALDISSERA
14063120;GENERAL ROCA
14063130;GUATIMOZIN
14063140;INRIVILLE
14063150;ISLA VERDE
14063160;LEONES
14063170;LOS SURGENTES
14063180;MARCOS JUAREZ
14063190;MONTE BUEY
14063210;SAIRA
14063220;SALADILLO
14063230;VILLA ELISA
14070000;ZONA RURAL
14070010;CIENAGA DEL CORO
14070020;EL CHACHO
14070030;ESTANCIA DE GUADALUPE
14070040;GUASAPAMPA
14070050;LA PLAYA
14070060;SAN CARLOS MINAS
14070070;TALAINI
14070080;TOSNO
14077000;ZONA RURAL
14077010;CHANCANI
14077020;LAS PALMAS
14077030;LOS TALARES
14077040;SALSACATE
14077050;SAN GERONIMO
14077060;TALA CAÑADA
14077070;TANINGA
14077080;VILLA DE POCHO
14084000;ZONA RURAL
14084010;GENERAL LEVALLE
14084020;LA CESIRA
14084030;LABOULAYE
14084040;LEGUIZAMON
14084050;MELO
14084060;RIO BAMBA
14084070;ROSALES
14084080;SAN JOAQUIN
14084090;SERRANO
14084100;VILLA ROSSI
14091000;ZONA RURAL
14091010;BARRIO SANTA ISABEL
14091020;BIALET MASSE
14091030;CABALANGO
14091040;CAPILLA DEL MONTE
14091050;CASA GRANDE
14091060;CHARBONIER
14091070;COSQUIN
14091080;CUESTA BLANCA
14091090;ESTANCIA VIEJA
14091100;HUERTA GRANDE
14091110;LA CUMBRE
14091120;LA FALDA
14091130;LAS JARILLAS
14091140;LOS COCOS
14091150;MALLIN
14091160;MAYU SUMAJ
14091170;QUEBRADA DE LUNA
14091180;SAN ANTONIO DE ARREDONDO
14091190;SAN ESTEBAN
14091200;SAN ROQUE
14091210;SANTA MARIA DE PUNILLA
14091220;TALA HUASI
14091230;TANTI
14091240;VALLE HERMOSO
14091250;VILLA CARLOS PAZ
14091260;VILLA FLOR SERRANA
14091270;VILLA GIARDINO
14091280;VILLA LAGO AZUL
14091290;VILLA PARQUE SIQUIMAN
14091300;VILLA RIO ICHO CRUZ
14091310;VILLA SAN JOSE
14091320;VILLA SANTA CRUZ DEL LAGO
14098000;ZONA RURAL
14098010;ACHIRAS
14098020;ADELIA MARIA
14098030;ALCIRA GIGENA
14098040;ALPA CORRAL
14098050;BERROTARAN
14098060;BULNES
14098070;CHAJAN
14098080;CHUCUL
14098090;CORONEL BAIGORRIA
14098100;CORONEL MOLDES
14098110;ELENA
14098120;LA CAROLINA
14098130;LA CAUTIVA
14098140;LA GILDA
14098150;LAS ACEQUIAS
14098160;LAS ALBAHACAS
14098170;LAS HIGUERAS
14098180;LAS PEÑAS
14098190;LAS VERTIENTES
14098200;MALENA
14098210;MONTE DE LOS GAUCHOS
14098220;PASO DEL DURAZNO
14098230;RIO CUARTO
14098240;SAMPACHO
14098250;SAN BASILIO
14098260;SANTA CATALINA HOLMBERG
14098270;SUCO
14098280;TOSQUITA
14098290;VICUÑA MACKENNA
14098300;VILLA EL CHACAY
14098310;VILLA SANTA EUGENIA
14098320;WASHINGTON
14105000;ZONA RURAL
14105010;ATAHONA
14105020;CAÑADA DE MACHADO
14105030;CAPILLA DE LOS REMEDIOS
14105040;CHALACEA
14105050;COLONIA LAS CUATRO ESQUINAS
14105060;DIEGO DE ROJAS
14105070;EL ALCALDE
14105080;EL CRISPIN
14105090;ESQUINA
14105100;KILOMETRO 658
14105110;LA PARA
14105120;LA POSTA
14105130;LA PUERTA
14105140;LA QUINTA
14105150;LAS GRAMILLAS
14105160;LAS SALADAS
14105170;MAQUINISTA GALLINI
14105180;MONTE DEL ROSARIO
14105190;MONTECRISTO
14105200;OBISPO TREJO
14105210;PIQUILLIN
14105220;PLAZA DE MERCEDES
14105230;PUEBLO COMECHINGONES
14105240;RIO PRIMERO
14105250;SAGRADA FAMILIA
14105260;SANTA ROSA DE RIO PRIMERO
14105270;VILLA FONTANA
14112000;ZONA RURAL
14112010;CERRO COLORADO
14112020;CHAÑAR VIEJO
14112030;EUFRASIO LOZA
14112040;GUTEMBERG
14112050;LA RINCONADA
14112060;LOS HOYOS
14112070;PUESTO DE CASTRO
14112080;RAYO CORTADO
14112090;SAN PEDRO DE GUTEMBERG
14112100;SANTA ELENA
14112110;SEBASTIAN ELCANO
14112120;VILLA CANDELARIA
14112130;VILLA DE MARIA
14119000;ZONA RURAL
14119010;CALCHIN
14119020;CALCHIN OESTE
14119030;CAPILLA DEL CARMEN
14119040;CARRILOBO
14119050;COLAZO
14119060;COLONIA VIDELA
14119070;COSTASACATE
14119080;IMPIRA
14119090;LAGUNA LARGA
14119100;LAS JUNTURAS
14119110;LOS CHAÑARITOS
14119120;LUQUE
14119130;MANFREDI
14119140;MATORRALES
14119150;ONCATIVO
14119160;PILAR
14119170;POZO DEL MOLLE
14119180;RINCON
14119190;RIO SEGUNDO
14119200;SANTIAGO TEMPLE
14119210;VILLA DEL ROSARIO
14126000;ZONA RURAL
14126010;AMBUL
14126020;ARROYO LOS PATOS
14126030;EL HUAYCO
14126040;LA CORTADERA
14126050;LAS CALLES
14126060;LAS OSCURAS
14126070;LAS RABONAS
14126080;LOS CALLEJONES
14126090;MINA CLAVERO
14126100;MUSSI
14126110;NONO
14126120;PANAHOLMA
14126130;SAN HUBERTO
14126140;SAN LORENZO
14126150;SAN MARTIN
14126160;SAN PEDRO
14126170;SAN VICENTE
14126180;SAUCE ARRIBA
14126190;TASNA
14126200;VILLA CURA BROCHERO
14126210;VILLA SARMIENTO
14133000;ZONA RURAL
14133010;CONLARA
14133030;CRUZ CAÑA
14133040;DOS ARROYOS
14133050;EL PANTANILLO
14133060;LA PAZ
14133070;LA POBLACION
14133080;LA RAMADA
14133090;LA TRAVESIA
14133095;LAS CHACRAS
14133100;LAS TAPIAS
14133105;LOMA BOLA
14133110;LOS CERRILLOS
14133120;LOS HORNILLOS
14133130;LOS MOLLES
14133150;LUYABA
14133155;QUEBRACHO LADEADO
14133160;QUEBRADA DE LOS POZOS
14133170;SAN JAVIER Y YACANTO
14133180;SAN JOSE
14133190;VILLA DE LAS ROSAS
14133200;VILLA DOLORES
14133210;VILLA LA VIÑA
14140000;ZONA RURAL
14140010;ALICIA
14140020;ALTOS DE CHIPION
14140030;ARROYITO
14140040;BALNEARIA
14140050;BRINKMANN
14140060;COLONIA ANITA
14140070;COLONIA 10 DE JULIO
14140080;COLONIA LAS PICHANAS
14140090;COLONIA MARINA
14140100;COLONIA PROSPERIDAD
14140110;COLONIA SAN BARTOLOME
14140120;COLONIA SAN PEDRO
14140130;COLONIA SANTA MARIA
14140140;COLONIA VALTELINA
14140150;COLONIA VIGNAUD
14140160;DEVOTO
14140170;EL ARAÑADO
14140180;EL FORTIN
14140190;EL FUERTECITO
14140200;EL TIO
14140210;ESTACION LUXARDO
14140215;COLONIA ITURRASPE
14140220;FREYRE
14140230;LA FRANCIA
14140240;LA PAQUITA
14140250;LA TORDILLA
14140260;LAS VARAS
14140270;LAS VARILLAS
14140280;MARULL
14140290;MIRAMAR
14140300;MORTEROS
14140310;PLAZA LUXARDO
14140320;PLAZA SAN FRANCISCO
14140330;PORTEÑA
14140340;QUEBRACHO HERRADO
14140350;SACANTA
14140360;SAN FRANCISCO
14140370;SATURNINO MARIA LASPIUR
14140380;SEEBER
14140390;TORO PUJIO
14140400;TRANSITO
14140420;VILLA CONCEPCION DEL TIO
14140430;VILLA DEL TRANSITO
14140440;VILLA SAN ESTEBAN
14147000;ZONA RURAL
14147010;ALTA GRACIA
14147020;ANISACATE
14147030;BARRIO GILBERT (1° DE MAYO) - TEJAS TRES
14147050;BOWER
14147055;CAMPOS DEL VIRREY
14147060;CASEROS CENTRO
14147065;CAUSANA
14147070;COSTA AZUL
14147080;DESPEÑADEROS
14147090;DIQUE CHICO
14147095;EL POTRERILLO
14147100;FALDA DEL CAÑETE
14147110;FALDA DEL CARMEN
14147115;JOSE DE LA QUINTANA
14147120;LA BOCA DEL RIO
14147130;LA CARBONADA
14147150;LA PAISANITA
14147160;LA PERLA
14147170;LA RANCHERITA Y LAS CASCADAS
14147180;LA SERRANITA
14147190;LOS CEDROS
14147200;LOZADA
14147210;MALAGUEÑO
14147217;MILENICA
14147220;MONTE RALO
14147230;POTRERO DE GARAY
14147240;RAFAEL GARCIA
14147250;SAN CLEMENTE
14147260;SAN NICOLAS - TIERRA ALTA
14147270;SOCAVONES
14147280;TOLEDO
14147290;VALLE ALEGRE
14147300;VALLE DE ANISACATE
14147310;VILLA CIUDAD DE AMERICA
14147320;VILLA DEL PRADO
14147330;VILLA LA BOLSA
14147340;VILLA LOS AROMOS
14147350;VILLA PARQUE SANTA ANA
14147360;VILLA SAN ISIDRO
14147370;VILLA SIERRAS DE ORO
14147380;YOCSINA
14154000;ZONA RURAL
14154010;CAMINIAGA
14154030;CHUÑA HUASI
14154040;POZO NUEVO
14154050;SAN FRANCISCO DEL CHAÑAR
14161000;ZONA RURAL
14161010;ALMAFUERTE
14161020;COLONIA ALMADA
14161030;CORRALITO
14161040;DALMACIO VELEZ
14161050;GENERAL FOTHERINGHAM
14161060;HERNANDO
14161070;JAMES CRAIK
14161080;LAS ISLETILLAS
14161090;LAS PERDICES
14161100;LOS ZORROS
14161110;OLIVA
14161120;PAMPAYASTA NORTE
14161130;PAMPAYASTA SUD
14161140;PUNTA DEL AGUA
14161150;RIO TERCERO
14161160;TANCACHA
14161170;VILLA ASCASUBI
14168000;ZONA RURAL
14168010;CANDELARIA SUR
14168020;CAÑADA DE LUQUE
14168030;CAPILLA DE SITON
14168040;LA PAMPA
14168060;LAS PEÑAS
14168070;LOS MISTOLES
14168080;SANTA CATALINA
14168090;SARMIENTO
14168100;SIMBOLAR
14168110;SINSACATE
14168120;VILLA DEL TOTORAL
14175000;ZONA RURAL
14175020;CHURQUI CAÑADA
14175030;EL RODEO
14175040;EL TUSCAL
14175050;LAS ARRIAS
14175060;LUCIO V MANSILLA
14175070;ROSARIO DEL SALADILLO
14175080;SAN JOSE DE LA DORMIDA
14175090;SAN JOSE DE LAS SALINAS
14175100;SAN PEDRO NORTE
14175110;VILLA TULUMBA
14182000;ZONA RURAL
14182010;ALDEA SANTA MARIA
14182020;ALTO ALEGRE
14182030;ANA ZUMARAN
14182040;BALLESTEROS
14182050;BALLESTEROS SUD
14182060;BELL VILLE
14182070;BENJAMIN GOULD
14182080;CANALS
14182090;CHILIBROSTE
14182100;CINTRA
14182110;COLONIA BISMARCK
14182120;COLONIA BREMEN
14182130;IDIAZABAL
14182140;JUSTINIANO POSSE
14182150;LABORDE
14182160;MONTE LEÑA
14182170;MONTE MAIZ
14182180;MORRISON
14182190;NOETINGER
14182200;ORDOÑEZ
14182210;PASCANAS
14182220;PUEBLO ITALIANO
14182230;RAMON J CARCANO
14182240;SAN ANTONIO DE LITIN
14182250;SAN MARCOS
14182260;SAN SEVERO
14182270;VIAMONTE
14182280;VILLA LOS PATOS
14182290;WENCESLAO ESCALANTE
18007000;ZONA RURAL
18007010;BELLA VISTA
18014000;ZONA RURAL
18014010;BERÓN DE ASTRADA
18014020;YAHAPÉ
18021000;ZONA RURAL
18021020;CORRIENTES
18021030;LAGUNA BRAVA
18021040;RIACHUELO
18021050;SAN CAYETANO
18028000;ZONA RURAL
18028010;CONCEPCIÓN
18028020;SANTA ROSA
18028030;TABAY
18028040;TATACUÁ
18035000;ZONA RURAL
18035010;CAZADORES CORRENTINOS
18035020;CURUZÚ CUATIÁ
18035030;PERUGORRÍA
18042000;ZONA RURAL
18042010;EL SOMBRERO
18042020;EMPEDRADO
18049000;ZONA RURAL
18049010;ESQUINA
18049020;PUEBLO LIBERTADOR
18056000;ZONA RURAL
18056010;ALVEAR
18056020;ESTACIÓN TORRENT
18063000;ZONA RURAL
18063010;ITÁ IBATÉ
18063020;LOMAS DE VALLEJOS
18063030;NUESTRA SEÑORA DEL ROSARIO DE CAACATI
18063040;PALMAR GRANDE
18070000;ZONA RURAL
18070010;CAROLINA
18070020;GOYA
18077000;ZONA RURAL
18077010;ITATÍ
18077020;RAMADA PASO
18084000;ZONA RURAL
18084010;Colonia Liebig s
18084020;ITUZAINGÓ
18084030;SAN ANTONIO
18084040;SAN CARLOS
18084050;VILLA OLIVARI
18091000;ZONA RURAL
18091010;CRUZ DE LOS MILAGROS
18091020;GOBERNADOR JUAN E. MARTÍNEZ
18091030;LAVALLE
18091040;SANTA LUCÍA
18091050;VILLA CÓRDOBA
18091060;YATAYTÁ ­ CALLÁ
18098000;ZONA RURAL
18098010;MBURUCUYÁ
18105000;ZONA RURAL
18105010;FELIPE YOFRE
18105020;MARIANO I. LOZA
18105030;MERCEDES
18112000;ZONA RURAL
18112010;COLONIA LIBERTAD
18112020;ESTACIÓN LIBERTAD
18112030;JUAN PUJOL
18112040;MOCORETÁ
18112050;MONTE CASEROS
18112060;PARADA ACUÑA
18112070;PARADA LABOUGLE
18119000;ZONA RURAL
18119010;BONPLAND
18119020;PARADA PUCHETA
18119030;PASO DE LOS LIBRES
18119040;TAPEBICUÁ
18126000;ZONA RURAL
18126010;SALADAS
18126020;SAN LORENZO
18133000;ZONA RURAL
18133010;INGENIO PRIMER CORRENTINO
18133020;PASO DE LA PATRIA
18133030;SAN COSME
18133040;SANTA ANA
18140000;ZONA RURAL
18140010;SAN LUIS DEL PALMAR
18147000;ZONA RURAL
18147010;COLONIA CARLOS PELLEGRINI
18147020;GUAVIRAVÍ
18147030;LA CRUZ
18147040;YAPEYÚ
18154000;ZONA RURAL
18154010;LORETO
18154020;SAN MIGUEL
18161000;ZONA RURAL
18161010;CHAVARRÍA
18161020;COLONIA PANDO
18161030;9 DE JULIO
18161040;PEDRO R. FERNÁNDEZ
18161050;SAN ROQUE
18168000;ZONA RURAL
18168010;JOSÉ RAFAEL GÓMEZ
18168020;GARRUCHOS
18168030;GOBERNADOR IGR. VALENTÍN VIRASORO
18168040;SANTO TOMÉ
18175000;ZONA RURAL
18175010;SAUCE
22007000;ZONA RURAL
22007010;CONCEPCIÓN DEL BERMEJO
22007020;LOS FRENTONES
22007030;PAMPA DEL INFIERNO
22007040;RÍO MUERTO
22007050;TACO POZO
22014000;ZONA RURAL
22014010;GENERAL VEDIA
22014020;ISLA DEL CERRITO
22014030;LA LEONESA
22014040;LAS PALMAS
22014050;PUERTO BERMEJO NUEVO
22014060;PUERTO BERMEJO VIEJO
22014070;PUERTO EVA PERÓN
22021000;ZONA RURAL
22021010;PRESIDENCIA ROQUE SAENZ PEÑA
22028000;ZONA RURAL
22028010;CHARATA
22036000;ZONA RURAL
22036010;GANCEDO
22036020;GENERAL CAPDEVILA
22036030;GENERAL PINEDO
22036040;MESÓN DE FIERRO
22036050;PAMPA LANDRIEL
22039000;ZONA RURAL
22039010;HERMOSO CAMPO
22039020;ITÍN
22043000;ZONA RURAL
22043010;CHOROTIS
22043020;SANTA SYLVINA
22043030;VENADOS GRANDES
22049000;ZONA RURAL
22049010;CORZUELA
22056000;ZONA RURAL
22056010;LA ESCONDIDA
22056020;LA VERDE
22056030;LAPACHITO
22056040;MAKALLÉ
22063000;ZONA RURAL
22063010;EL ESPINILLO
22063020;EL SAUZAL
22063030;EL SAUZALITO
22063040;FORTÍN LAVALLE
22063050;FUERTE ESPERANZA
22063060;JUAN JOSÉ CASTELLI
22063070;MIRAFLORES
22063080;NUEVA POMPEYA
22063100;VILLA RÍO BERMEJITO
22063110;WICHI
22063120;ZAPARINQUI
22070000;ZONA RURAL
22070010;AVIA TERAI
22070020;CAMPO LARGO
22070030;FORTÍN LAS CHUÑAS
22070040;NAPENAY
22077000;ZONA RURAL
22077010;COLONIA POPULAR
22077020;ESTACIÓN GENERAL OBLIGADO
22077030;LAGUNA BLANCA
22077040;PUERTO TIROL
22084000;ZONA RURAL
22084010;CIERVO PETISO
22084020;GENERAL JOSÉ DE SAN MARTÍN
22084030;LA EDUVIGIS
22084040;LAGUNA LIMPIA
22084050;PAMPA ALMIRÓN
22084060;PAMPA DEL INDIO
22084070;PRESIDENCIA ROCA
22084080;SELVAS DEL RÍO DE ORO
22091000;ZONA RURAL
22091010;TRES ISLETAS
22098000;ZONA RURAL
22098010;CORONEL DU GRATY
22098020;ENRIQUE URIÉN
22098030;VILLA ANGELA
22105000;ZONA RURAL
22105010;LAS BREÑAS
22112000;ZONA RURAL
22112010;LA CLOTILDE
22112020;LA TIGRA
22112030;SAN BERNARDO
22119000;ZONA RURAL
22119010;PRESIDENCIA DE LA PLAZA
22126000;ZONA RURAL
22126010;BARRIO DE LOS PESCADORES
22126020;COLONIA BENÍTEZ
22126030;MARGARITA BELÉN
22133000;ZONA RURAL
22133010;QUITILIPI
22133020;VILLA EL PALMAR
22140000;ZONA RURAL
22140010;BARRANQUERAS
22140020;BASAIL
22140030;COLONIA BARANDA
22140040;FONTANA
22140050;PUERTO VILELAS
22140060;RESISTENCIA
22147000;ZONA RURAL
22147010;SAMUHÚ
22147020;VILLA BERTHET
22154000;ZONA RURAL
22154010;CAPITÁN SOLARI
22154020;COLONIA ELISA
22154030;COLONIAS UNIDAS
22154040;INGENIERO BARBET
22154050;LAS GARCITAS
22161000;ZONA RURAL
22161010;CHARADAI
22161020;COTE LAI
22161030;HAUMONIA
22161040;HORQUILLA
22161050;LA SABANA
22168000;ZONA RURAL
22168010;COLONIA ABORIGEN
22168020;MACHAGAI
22168030;NAPALPÍ
26007000;ZONA RURAL
26007010;ARROYO VERDE
26007020;PUERTO MADRYN
26007030;PUERTO PIRÁMIDES
26007040;QUINTAS EL MIRADOR
26007050;RESERVA AREA PROTEGIDA EL DORADILLO
26014000;ZONA RURAL
26014010;BUENOS AIRES CHICO
26014020;CHOLILA
26014025;COSTA DEL CHUBUT
26014030;CUSHAMEN CENTRO
26014040;EL HOYO
26014050;EL MAITÉN
26014060;EPUYÉN
26014065;FOFO CAHUEL
26014070;GUALJAINA
26014080;LAGO EPUYÉN
26014090;LAGO PUELO
26014100;LELEQUE
26021000;ZONA RURAL
26021010;ASTRA
26021020;BAHÍA BUSTAMANTE
26021030;COMODORO RIVADAVIA
26021040;DIADEMA ARGENTINA
26021050;RADA TILLY
26028000;ZONA RURAL
26028010;CAMARONES
26028020;GARAYALDE
26035000;ZONA RURAL
26035010;ALDEA ESCOLAR(LOSRÁPIDOS)
26035020;CORCOVADO
26035030;ESQUEL
26035040;LAGO ROSARIO
26035050;LOS CIPRESES
26035060;TREVELÍN
26035070;VILLA FUTALAUFQUEN
26042000;ZONA RURAL
26042010;DIQUE FLORENTINO AMEGHINO
26042020;DOLAVON
26042030;GAIMAN
26042040;28 DE JULIO
26049000;ZONA RURAL
26049010;BLANCUNTRE
26049020;EL ESCORIAL
26049030;GASTRE
26049040;LAGUNITA SALADA
26049050;YALALAUBAT
26056000;ZONA RURAL
26056010;ALDEA EPULEF
26056020;CARRENLEUFÚ
26056030;COLAN CONHUÉ
26056040;PASO DEL SAPO
26056050;TECKA
26063000;ZONA RURAL
26063010;EL MIRASOL
26063020;LAS PLUMAS
26070000;ZONA RURAL
26070010;CERRO CÓNDOR
26070020;LOS ALTARES
26070030;PASO DE INDIOS
26077000;ZONA RURAL
26077010;PLAYA MAGAGNA
26077020;PLAYA UNIÓN
26077030;RAWSON
26077040;TRELEW
26084000;ZONA RURAL
26084010;ALDEA APELEG
26084020;ALDEA BELEIRO
26084030;ALTO RÍO SENGUER
26084040;DOCTOR RICARDO ROJAS
26084050;FACUNDO
26084060;LAGO BLANCO
26084070;RÍO MAYO
26091000;ZONA RURAL
26091010;BUEN PASTO
26091020;SARMIENTO
26098000;ZONA RURAL
26098010;DOCTOR OSCAR ATILIO VIGLIONE(FRONTERAD
26098020;GOBERNADOR COSTA
26098030;JOSÉ DE SAN MARTÍN
26098040;RÍO PICO
26105000;ZONA RURAL
26105010;GANGAN
26105020;TELSEN
30008000;ZONA RURAL
30008010;ARROYO BARÚ
30008020;COLÓN
30008030;COLONIA HUGUES
30008040;HAMBIS
30008050;HOCKER
30008060;LA CLARITA
30008070;PUEBLO CAZES
30008080;Pueblo Liebigs
30008090;SAN JOSÉ
30008100;UBAJAY
30008110;VILLA  ELISA
30015000;ZONA RURAL
30015010;CALABACILLA
30015020;CLODOMIRO LEDESMA
30015030;COLONIA AYUÍ
30015040;COLONIA GENERAL ROCA
30015060;CONCORDIA
30015080;ESTACIÓN YERUÁ
30015083;ESTACIÓN YUQUERÍ
30015087;ESTANCIA GRANDE
30015090;LA CRIOLLA
30015100;LOS CHARRÚAS
30015110;NUEVA ESCOCIA
30015120;OSVALDO MAGNASCO
30015130;PEDERNAL
30015140;PUERTO YERUÁ
30021000;ZONA RURAL
30021010;ALDEA BRASILERA
30021015;ALDEA GRAPSCHENTAL
30021020;ALDEA PROTESTANTE
30021030;ALDEA SALTO
30021040;ALDEA SAN FRANCISCO
30021050;ALDEA SPATZENKUTTER
30021060;ALDEA VALLE MARÍA
30021070;COLONIA ENSAYO
30021080;DIAMANTE
30021090;ESTACIÓN CAMPS
30021100;GENERAL ALVEAR
30021110;GENERAL RACEDO (EL CARMEN)
30021120;GENERAL RAMÍREZ
30021123;LA JUANITA
30021127;LAS JAULAS
30021130;PARAJE LA VIRGEN
30021140;PUERTO LAS CUEVAS
30021150;VILLA LIBERTADOR SAN MARTÍN
30028000;ZONA RURAL
30028010;CHAJARÍ
30028020;COLONIA ALEMANA
30028040;COLONIA LA ARGENTINA
30028050;COLONIA PEÑA
30028070;FEDERACIÓN
30028080;LOS CONQUISTADORES
30028090;SAN JAIME DE LA FRONTERA
30028100;SAN PEDRO
30028105;SAN RAMÓN
30028110;SANTA ANA
30028120;VILLA DEL ROSARIO
30035000;ZONA RURAL
30035010;CONSCRIPTO BERNARDI
30035020;ALDEA SAN ISIDRO (EL CIMARRÓN)
30035030;FEDERAL
30035040;NUEVA VIZCAYA
30035050;SAUCE DE LUNA
30042000;ZONA RURAL
30042010;SAN JOSÉ DE FELICIANO
30042020;SAN VÍCTOR
30049000;ZONA RURAL
30049010;ALDEA ASUNCIÓN
30049020;ESTACIÓN LAZO
30049030;GENERAL GALARZA
30049040;GUALEGUAY
30049050;PUERTO RUIZ
30056000;ZONA RURAL
30056010;ALDEA SAN ANTONIO
30056020;ALDEA SAN JUAN
30056030;ENRIQUE CARBÓ
30056035;ESTACIÓN ESCRIÑA
30056040;FAUSTINO M. PARERA
30056050;GENERAL ALMADA
30056060;GILBERT
30056070;GUALEGUAYCHÚ
30056080;IRAZUSTA
30056090;LARROQUE
30056095;PASTOR BRITOS
30056100;PUEBLO GENERAL BELGRANO
30056110;URDINARRAIN
30063000;ZONA RURAL
30063020;CEIBAS
30063030;IBICUY
30063035;MAZARUCA
30063040;MÉDANOS
30063060;VILLA PARANACITO
30070000;ZONA RURAL
30070005;ALCARAZ
30070010;BOVRIL
30070020;COLONIA AVIGDOR
30070030;EL SOLAR
30070040;LA PAZ
30070050;PIEDRAS BLANCAS
30070070;SAN GUSTAVO
30070080;SANTA ELENA
30070090;SIR LEONARD
30077000;ZONA RURAL
30077010;ARANGUREN
30077020;BETBEDER
30077030;DON CRISTÓBAL
30077040;FEBRÉ
30077050;HERNÁNDEZ
30077060;LUCAS GONZÁLEZ
30077070;NOGOYÁ
30077080;XX DE SETIEMBRE
30084000;ZONA RURAL
30084010;ALDEA MARÍA LUISA
30084015;ALDEA SAN JUAN
30084020;ALDEA SAN RAFAEL
30084030;ALDEA SANTA MARÍA
30084040;ALDEA SANTA ROSA
30084050;CERRITO
30084060;COLONIA AVELLANEDA
30084065;COLONIA CRESPO
30084070;CRESPO
30084080;EL PALENQUE
30084090;EL PINGO
30084095;EL RAMBLÓN
30084100;HASENKAMP
30084110;HERNANDARIAS
30084120;LA PICADA
30084130;LAS TUNAS
30084140;MARÍA GRANDE
30084150;ORO VERDE
30084160;PARANÁ
30084170;PUEBLO BELLOCQ (LAS GARZAS)
30084180;PUEBLO BRUGO
30084190;PUEBLO GENERAL SAN MARTÍN
30084200;SAN BENITO
30084210;SAUCE MONTRULL
30084220;SAUCE PINTO
30084230;SEGUÍ
30084240;SOSA
30084250;TABOSSI
30084260;TEZANOS PINTO
30084270;VIALE
30084280;VILLA FONTANA
30084290;VILLA GDOR. LUIS F. ETCHEVEHERE
30084300;VILLA URQUIZA
30088000;ZONA RURAL
30088010;GENERAL CAMPOS
30088020;SAN SALVADOR
30091000;ZONA RURAL
30091010;ALTAMIRANO SUR
30091020;DURAZNO
30091030;ESTACIÓN ARROYO CLÉ
30091040;GOBERNADOR ECHAGÜE
30091050;GOBERNADOR MANSILLA
30091060;GOBERNADOR SOLÁ
30091070;GUARDAMONTE
30091080;LAS GUACHAS
30091090;MACIÁ
30091100;ROSARIO DEL TALA
30098000;ZONA RURAL
30098010;BASAVILBASO
30098020;CASEROS
30098030;COLONIA ELÍA
30098040;CONCEPCIÓN DEL URUGUAY
30098060;HERRERA
30098070;LAS MOSCAS
30098080;LÍBAROS
30098090;1º DE MAYO
30098100;PRONUNCIAMIENTO
30098110;ROCAMORA
30098120;SANTA ANITA
30098130;VILLA MANTERO
30098140;VILLA SAN JUSTO
30098150;VILLA SAN MARCIAL
30105000;ZONA RURAL
30105010;ANTELO
30105040;MOLINO DOLL
30105060;VICTORIA
30113000;ZONA RURAL
30113010;ESTACIÓN RAÍCES
30113020;INGENIERO MIGUEL SAJAROFF
30113030;JUBILEO
30113050;PASO DE LA LAGUNA
30113060;VILLA CLARA
30113070;VILLA DOMÍNGUEZ
30113080;VILLAGUAY
34007000;ZONA RURAL
34007003;FORTÍN SOLEDAD
34007005;GUADALCAZAR
34007007;LA RINCONADA
34007010;LAGUNA YEMA
34007015;LAMADRID
34007020;LOS CHIRIGUANOS
34007030;POZO DE MAZA
34007040;POZO DEL MORTERO
34007050;VACA PERDIDA
34014000;ZONA RURAL
34014010;COLONIA PASTORIL
34014020;FORMOSA
34014030;GRAN GUARDIA
34014040;MARIANO BOEDO
34014050;MOJON FIERRO
34014060;SAN HILARIO
34014070;VILLA DEL CARMEN
34021000;ZONA RURAL
34021010;BANCO PAYAGUÁ
34021020;GENERAL LUCIO V. MANSILLA
34021030;HERRADURA
34021040;SAN FRANCISCO DE LAISHI
34021050;TATANÉ
34021060;VILLA ESCOLAR
34028000;ZONA RURAL
34028010;INGENIERO GUILLERMO N. JU
34035000;ZONA RURAL
